traj_idx,frame,x,y,z
0,107.0,56.0,31.0,0
0,108.0,57.847347549067194,31.221545572851724,0
0,109.0,60.14843913018697,32.204615597967134,0
0,110.0,62.577560454520736,32.87396982340874,0
1,16.0,54.27151665716025,41.0,0
1,17.0,54.448125178689,42.29528054422349,0
1,18.0,54.27029106571574,43.6536428301803,0
1,19.0,54.0,45.00492097760062,0
2,136.0,44.0,49.0,0
2,137.0,46.70490060233013,49.20804415776695,0
2,138.0,49.491292320169464,49.59207768564423,0
2,139.0,52.495985195013716,50.60292414140554,0
3,170.0,24.0,32.0,0
3,171.0,25.61817907979396,32.54391810514868,0
3,172.0,27.56145324597999,33.06852281641417,0
4,134.0,3.0,57.0,0
4,135.0,5.9803873089897195,61.575291573422945,0
5,144.0,37.0,21.48588532203783,0
5,145.0,38.420890349808474,19.61402937721455,0
5,146.0,39.91003943465887,18.0,0
6,180.0,60.96296903082859,14.0,0
6,181.0,59.675224540389195,16.59835474476418,0
6,182.0,58.64971834893336,18.565017303557106,0
6,183.0,57.910350305614145,20.88362806344842,0
6,184.0,56.797888679384684,22.35372831459395,0
6,185.0,55.98878161998513,24.39735734560371,0
6,186.0,54.823471446987824,26.694566822954272,0
6,187.0,54.19664440083798,28.43191617691432,0
6,188.0,53.62276152659274,30.279688013977143,0
6,189.0,52.88716950625418,31.691539330853672,0
6,190.0,52.095144775298365,33.577857569825824,0
6,191.0,51.6037080202417,35.65764082544604,0
6,192.0,50.29812695336915,38.15798949154683,0
6,193.0,49.21963478008115,39.99137483742045,0
6,194.0,48.44256093728737,42.023994110142155,0
6,195.0,48.0,43.901298448763896,0
7,118.0,9.0,45.0,0
7,119.0,10.575524641179527,46.86746017497208,0
7,120.0,12.157321016927298,49.14413459646262,0
7,121.0,14.189906997480605,50.93357081169036,0
7,122.0,16.234570508497924,53.059721907057266,0
7,123.0,18.210951647425816,55.114827485097294,0
7,124.0,19.99066068413667,56.85658292782739,0
8,108.0,28.0,49.0,0
8,109.0,28.99573680793761,49.81537964763589,0
8,110.0,29.702607323214878,50.8618552165733,0
8,111.0,30.351916769320276,51.867996120855835,0
8,112.0,30.982093733359335,52.71768774455043,0
8,113.0,31.420004010132082,53.49859421247879,0
8,114.0,31.366053847651678,54.70978927218452,0
9,64.0,31.0,28.78311970332166,0
9,65.0,32.150066816776274,27.130867833820396,0
9,66.0,32.832374847030295,25.854183737953804,0
9,67.0,33.6024463756942,24.397588961417256,0
9,68.0,33.892931206824954,22.847878121969302,0
9,69.0,34.42233544816203,21.43551236637895,0
9,70.0,34.97881624415267,20.104700506122533,0
9,71.0,35.82054821744039,19.211547191038548,0
9,72.0,35.87353115823889,18.0,0
10,101.0,38.4607494606589,29.68552018144422,0
10,102.0,37.38941312792329,28.518698823395482,0
10,103.0,36.23019313840311,27.983514890418178,0
10,104.0,35.155918137350795,27.001469109406486,0
10,105.0,34.079027390945086,27.0,0
10,106.0,33.19945596446209,27.305709061048276,0
10,107.0,33.0,27.552747695084122,0
11,101.0,46.602019591025154,63.61457298587631,0
11,102.0,49.82747971892125,61.82380023441078,0
11,103.0,53.28856578745855,60.382000522718556,0
11,104.0,56.21382677892953,59.06863745300228,0
11,105.0,59.19033545370817,58.3236160060583,0
11,106.0,62.348161640925,57.64450532519834,0
12,192.0,9.0,20.0,0
12,193.0,13.648881763341286,20.687378706946262,0
12,194.0,18.26111169540596,21.65596592587771,0
12,195.0,22.372507772826097,22.88294373665201,0
12,196.0,26.379379832076822,24.691216109737482,0
12,197.0,30.888349767718537,26.21843269989889,0
12,198.0,35.40633380839495,27.570557143211616,0
13,111.0,49.4778355417139,12.0,0
13,112.0,47.99109599487332,13.054514683127849,0
13,113.0,46.731514388608446,13.981817334309213,0
13,114.0,45.098996918007856,14.931729608261989,0
13,115.0,43.376693807712925,16.10621301836359,0
13,116.0,41.10706468925726,16.56217652247622,0
13,117.0,39.43240184268794,16.936437593195805,0
13,118.0,38.0,16.914315129453456,0
14,163.0,19.0,43.806440808950356,0
14,164.0,19.632017873141372,40.809915496933996,0
14,165.0,20.521230667268135,38.05720063818404,0
14,166.0,20.887364071855167,35.26437563147047,0
14,167.0,20.859164610374584,32.91808303875651,0
14,168.0,20.34699689239809,30.013602909858314,0
14,169.0,20.159860116309105,27.0,0
15,73.0,15.0,52.0,0
15,74.0,15.560716221006615,53.01964001617026,0
15,75.0,15.805335435134594,54.51356499647197,0
15,76.0,16.476114049760525,56.237380609298114,0
15,77.0,16.892692837433906,57.51274770838832,0
15,78.0,16.922449770120544,58.645202537666364,0
16,55.0,30.238612098640232,19.8461336204918,0
16,56.0,28.34463646276167,19.78628274211181,0
16,57.0,26.917093533114027,20.031682817553104,0
16,58.0,25.962611581063598,19.918794472776383,0
16,59.0,24.39589087331555,20.127073375522713,0
16,60.0,22.897505624182557,19.56372155176014,0
16,61.0,22.0,19.0,0
17,11.0,11.0,16.0,0
17,12.0,12.526567831825417,17.130312591999065,0
17,13.0,14.204207019957579,18.576575909545916,0
17,14.0,15.342593463778364,20.047796680883295,0
17,15.0,16.828258208519806,20.98729428285239,0
17,16.0,18.3692657805707,22.117827205828547,0
18,51.0,33.56043445473644,40.43610739494747,0
18,52.0,32.10645596656643,38.36314526589052,0
18,53.0,30.99453855078282,36.28215309379213,0
18,54.0,30.0,34.0,0
19,178.0,56.285348036793565,49.630711719793524,0
19,179.0,53.23529391240258,47.79298046605828,0
19,180.0,49.71103843690359,46.82566874818353,0
19,181.0,46.47363625732447,45.81892194831396,0
19,182.0,43.461897630153956,44.79226363244587,0
