traj_idx,frame,x,y,z
0,170.0,14.558672575884444,55.230550331177525,0
0,171.0,14.830197275901511,55.72849114831652,0
0,172.0,15.071967405425312,55.67964472885903,0
0,173.0,15.577156510077081,55.77846586146809,0
0,174.0,15.858345683838493,55.7108006787345,0
0,175.0,15.629827103006612,54.88743041913892,0
0,176.0,14.533919441312356,55.920200325021284,0
0,177.0,15.591912119301291,55.75756622206934,0
0,178.0,15.617925787889213,56.050026623782884,0
0,179.0,16.15505235146005,55.28001951209599,0
0,180.0,15.274308305944416,54.70389158885585,0
0,181.0,14.229417603766805,54.52801907403338,0
0,182.0,14.566190541341655,55.207232085343904,0
0,183.0,13.59658885873938,54.39267914086173,0
0,184.0,13.866893416886732,55.46275398221377,0
0,185.0,13.907364077590707,54.13858414437017,0
0,186.0,14.112737450817548,54.08162093769516,0
0,187.0,13.555545929676121,54.9897311087319,0
0,188.0,14.012150558236264,53.75066132910126,0
0,189.0,14.679851607896481,56.12193532681789,0
0,190.0,13.978670516798779,55.23883916638526,0
0,191.0,13.578478463857657,55.67739379761724,0
0,192.0,15.043588032107742,56.5364302333098,0
0,193.0,15.43528238285905,55.43522772328775,0
1,5.0,35.34498504539451,24.063025426414086,0
1,6.0,34.537359723033944,27.115162328830813,0
1,7.0,35.75306748436813,27.571938819151015,0
1,8.0,35.54769376955561,28.140249497753025,0
1,9.0,33.993807119618126,30.370026619115976,0
1,10.0,32.365206429540024,30.591276347554277,0
1,11.0,31.457593670902554,28.117554137597082,0
1,12.0,32.31233599300084,25.169292300294103,0
1,13.0,32.694742203440015,23.13098697879515,0
1,14.0,36.17941104188594,25.50022177184134,0
1,15.0,34.90758217358999,25.26322863805094,0
1,16.0,36.34318144117135,23.267401309751477,0
1,17.0,38.199054084558355,27.075145541837784,0
1,18.0,36.22744268464953,28.518120386349118,0
1,19.0,37.02349792347022,27.072674287088674,0
1,20.0,37.19975919501357,25.815106068751625,0
1,21.0,38.08538832290631,26.218986719139806,0
1,22.0,37.852198863735026,27.916372941001292,0
1,23.0,37.95651573335378,27.02197242817907,0
1,24.0,38.64702166973609,26.249843774964205,0
1,25.0,39.18211367569563,26.173993929079423,0
